Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,Mean_SNR,SNR_Var,Sat_Count,WeatherLabel
52000,25.25919796,89.72224728,850,1,33,33,35,31,32,33,35,30,70,11,2
58600,30.60690662,41.43551612,39,0,49,50,49,51,52,49,50,50,1.333333333,7,0
179900,23.35021935,94.74055216,879,1,31,35,34,32,35,34,34,31,66,11,2
82000,28.56291239,69.73663288,327,1,43,43,40,42,39,40,40,40.75,2.785714286,8,1
104900,25.70425024,86.13388695,718,1,33,33,31,33,31,35,31,30,82,11,2
71800,25.82128861,69.67922885,514,1,42,41,41,39,40,45,43,41.125,4.982142857,8,1
98900,26.34094704,86.44164496,998,1,31,32,32,33,33,33,35,29,56,11,2
176000,33.63501868,42.39782187,76,0,50,50,49,50,50,50,48,49.57142857,0.619047619,7,0
104900,25.87825641,73.34092833,461,1,38,42,41,43,39,40,43,40.75,3.357142857,8,1
186900,35.80783928,41.40216279,59,0,50,49,51,51,53,50,50,50.57142857,1.619047619,7,0
154400,37.703415,57.29317844,63,0,50,51,50,51,52,49,48,50.14285714,1.80952381,7,0
47200,30.3452793,58.18909222,21,0,52,49,49,51,50,51,52,50.57142857,1.619047619,7,0
179100,26.5026414,99.51603633,852,1,33,31,36,35,33,34,33,30,85,11,2
115800,36.97474822,56.49486475,47,0,48,50,51,49,50,52,48,49.71428571,2.238095238,7,0
13200,30.95892294,51.19511367,66,0,49,52,49,50,49,50,49,49.71428571,1.238095238,7,0
153600,31.4491948,45.12926122,15,0,51,49,50,49,51,51,51,50.28571429,0.904761905,7,0
48800,31.92100788,73.93994642,571,1,42,44,43,41,42,39,41,41.5,2.571428571,8,1
163200,35.3192938,49.16647189,19,0,51,49,49,50,47,50,50,49.42857143,1.619047619,7,0
132100,31.27635744,41.32926652,28,0,51,49,49,51,48,49,52,49.85714286,2.142857143,7,0
17000,22.60916131,98.59603631,700,1,34,32,30,33,31,35,34,30,64,11,2
118800,32.40770854,56.57111196,94,0,51,51,49,50,53,49,50,50.42857143,1.952380952,7,0
196900,25.41568698,86.49451865,805,1,35,33,34,32,36,31,35,30,63,11,2
197100,31.92523855,78.43065947,374,1,40,43,42,38,45,40,43,42,6.285714286,8,1
190100,24.27512995,86.04482037,745,1,33,31,32,36,33,35,30,31,66,11,2
68100,32.06322262,56.70960451,25,0,50,50,49,49,51,50,50,49.85714286,0.476190476,7,0
177700,33.50082499,51.33210518,15,0,51,49,48,49,48,50,50,49.28571429,1.238095238,7,0
151200,27.53896725,92.72558099,848,1,34,33,34,32,33,34,32,30,80,11,2
100100,24.82392713,99.16544001,798,1,32,34,33,34,34,31,34,30,89,11,2
69600,26.64593414,88.28519507,912,1,33,34,33,33,32,33,34,31,86,11,2
90200,25.89316426,60.18159184,373,1,41,41,44,44,44,40,41,41.375,7.410714286,8,1
47400,22.82938328,87.35275189,915,1,35,36,32,35,34,34,32,31,78,11,2
155100,30.4713711,67.33615991,489,1,42,41,41,45,41,44,44,42.125,4.125,8,1
58900,26.95531803,96.55223678,953,1,34,36,35,33,33,32,31,30,55,11,2
137400,31.9778486,56.29879457,48,0,52,48,49,50,53,51,52,50.71428571,3.238095238,7,0
194500,34.13815245,40.33184961,34,0,50,51,50,51,50,49,48,49.85714286,1.142857143,7,0
16800,30.32620113,53.52355124,31,0,50,50,50,49,50,49,52,50,1,7,0
98200,25.3513342,82.17739093,831,1,33,32,32,32,31,33,33,30,76,11,2
53700,27.52647303,98.21396573,816,1,37,33,35,33,36,31,38,32,50,11,2
50100,34.28877093,55.29055589,51,0,49,51,50,50,51,50,51,50.28571429,0.571428571,7,0
180300,32.37228465,59.67134413,82,0,51,52,49,49,50,49,50,50,1.333333333,7,0
88100,35.37514195,57.10060403,47,0,52,47,49,51,48,51,50,49.71428571,3.238095238,7,0
70600,32.57883076,42.40414458,79,0,51,48,51,51,49,50,49,49.85714286,1.476190476,7,0
136600,31.57526198,79.07906326,517,1,42,40,40,41,41,41,42,41,0.571428571,8,1
32300,27.70419812,77.30142983,540,1,40,44,40,40,44,42,39,41.25,3.642857143,8,1
89300,30.39967209,75.51314023,511,1,42,41,42,42,38,42,41,40.875,2.410714286,8,1
181600,25.32631035,74.74126603,407,1,39,39,42,41,37,40,44,40.25,4.5,8,1
55900,26.42940261,63.17952495,326,1,41,40,40,38,43,42,40,41,3.714285714,8,1
23000,36.35849043,54.86386397,70,0,49,51,51,47,51,51,51,50.14285714,2.476190476,7,0
197400,26.74638685,92.51907851,928,1,34,32,32,32,36,32,33,31,68,11,2
155400,31.82463818,42.88157572,83,0,49,50,50,50,48,50,49,49.42857143,0.619047619,7,0
54200,22.496753,99.82378818,864,1,34,36,35,34,33,33,34,31,86,11,2
193800,27.15343728,81.34514013,917,1,35,33,34,34,36,33,34,32,79,11,2
93200,23.06121826,87.67764318,908,1,31,32,35,32,36,33,33,31,63,11,2
160100,29.54999792,63.06760435,547,1,41,39,39,39,40,41,40,39.75,0.785714286,8,1
11600,25.30118794,93.12489724,964,1,32,34,33,31,35,32,35,30,85,11,2
68800,25.52627985,87.85461669,813,1,34,36,31,31,34,33,33,31,61,11,2
1700,34.19805145,57.99666691,90,0,49,50,48,48,49,48,52,49.14285714,2.142857143,7,0
155900,25.77836909,99.64489098,801,1,33,36,32,33,34,31,35,30,67,11,2
86800,31.30080137,70.1632294,344,1,42,40,40,39,43,38,40,40.5,2.857142857,8,1
165400,30.70114197,40.60927373,13,0,51,50,49,49,51,49,49,49.71428571,0.904761905,7,0
112900,32.07803027,56.76983668,85,0,51,52,52,50,52,52,50,51.28571429,0.904761905,7,0
32900,27.33458291,73.37189027,381,1,41,42,42,42,39,38,43,41.375,3.982142857,8,1
109000,37.54185419,49.00508492,4,0,50,51,50,49,51,51,51,50.42857143,0.619047619,7,0
133200,25.32175,95.51465714,758,1,33,34,32,33,34,30,34,30,62,11,2
150000,27.69074798,92.17688519,774,1,31,36,32,33,33,32,35,30,74,11,2
149800,33.03828624,43.9330717,57,0,51,50,50,51,50,50,51,50.42857143,0.285714286,7,0
103300,28.30454172,61.91676458,560,1,44,39,42,41,42,43,41,41.75,2.214285714,8,1
188100,36.98658333,54.62972719,63,0,51,50,51,51,51,49,50,50.42857143,0.619047619,7,0
66200,27.12704154,76.01536082,529,1,43,43,41,42,41,38,41,41.5,2.857142857,8,1
196100,22.75762077,90.79061487,726,1,31,33,32,32,34,34,35,31,82,11,2
141300,29.06674743,77.73036477,459,1,40,42,38,41,42,41,44,41.25,3.071428571,8,1
69600,32.30904443,53.55084535,51,0,50,49,48,47,48,50,50,48.85714286,1.476190476,7,0
5800,27.7201337,83.7899919,815,1,32,31,34,33,30,30,34,29,77,11,2
148400,29.46988046,62.00621094,337,1,41,38,43,42,40,41,38,40.75,3.928571429,8,1
53500,37.55812584,56.68289194,59,0,50,50,49,52,51,53,51,50.85714286,1.80952381,7,0
62700,25.60050886,74.52239954,439,1,42,42,42,39,43,42,42,41.875,1.553571429,8,1
116300,29.56520493,79.25886383,508,1,42,42,42,44,41,42,45,42.625,1.696428571,8,1
149200,31.19972655,71.44644285,525,1,40,42,40,41,40,40,43,41,1.428571429,8,1
165300,28.23820672,73.30226413,391,1,43,42,42,40,44,39,42,41.75,2.5,8,1
59400,28.51282065,73.33760516,401,1,44,40,38,45,42,37,39,40.125,10.69642857,8,1
162900,27.67839246,82.66224124,917,1,30,34,34,33,34,32,35,31,71,11,2
125800,23.37156761,94.88606381,809,1,32,33,33,35,32,33,35,30,67,11,2
104700,30.19520625,46.93048336,53,0,50,49,51,49,49,50,50,49.71428571,0.571428571,7,0
70900,22.36105315,80.25328474,762,1,33,35,30,35,34,34,31,30,74,11,2
191300,22.90710785,95.99402564,915,1,33,33,32,33,34,34,32,30,89,11,2
1400,31.45459974,50.64841365,64,0,51,48,51,51,52,51,52,50.85714286,1.80952381,7,0
174200,26.49542862,76.18448383,433,1,41,41,42,40,42,46,42,42,3.142857143,8,1
93100,22.5225675,90.27801016,844,1,35,32,36,30,33,34,33,30,64,11,2
30200,25.4367314,85.48336222,790,1,34,32,30,36,32,33,33,30,73,11,2
34700,30.95855356,78.4129207,549,1,41,40,44,40,38,39,44,40.5,5.714285714,8,1
43400,24.24479761,86.88640294,874,1,35,35,33,34,33,33,33,31,83,11,2
156400,36.58091455,49.16862848,93,0,49,53,48,51,50,50,50,50.14285714,2.476190476,7,0
30100,23.49580762,99.60924964,926,1,31,31,33,34,36,33,32,30,56,11,2
186400,37.87735792,42.11748636,72,0,49,50,51,50,47,50,50,49.57142857,1.619047619,7,0
109400,27.11923804,63.14684941,458,1,40,42,40,41,39,41,41,40,3.428571429,8,1
6500,34.34156867,55.72556399,10,0,48,53,49,48,49,51,48,49.42857143,3.619047619,7,0
140300,25.74569134,72.46627135,331,1,42,40,38,40,41,39,37,40,4,8,1
98000,26.72943768,87.63509486,919,1,34,33,33,33,34,32,30,30,65,11,2
2600,25.56471923,82.77096878,970,1,34,33,32,32,31,31,33,30,61,11,2
41000,25.26669648,72.11611749,539,1,42,39,39,40,43,40,43,41,2.857142857,8,1
111000,25.72115882,93.11973099,952,1,32,33,34,34,34,33,33,30,91,11,2
84100,29.20811554,75.32008911,374,1,42,41,40,43,40,40,44,41.125,2.982142857,8,1
800,25.71645721,65.65110021,516,1,41,39,40,40,43,40,41,40.5,1.428571429,8,1
127200,36.23880791,54.46887325,30,0,49,51,50,50,54,50,51,50.71428571,2.571428571,7,0
169400,23.72010328,92.13628523,784,1,35,35,35,34,30,33,33,31,84,11,2
189400,34.44067959,54.62992928,46,0,49,50,51,49,50,49,48,49.42857143,0.952380952,7,0
131900,25.50289385,93.72735954,783,1,33,32,32,33,32,34,34,30,58,11,2
197100,36.65357635,50.88397325,20,0,48,49,51,49,51,50,53,50.14285714,2.80952381,7,0
181300,24.6923427,87.1063433,818,1,33,33,29,34,32,33,35,30,70,11,2
8800,37.09770194,56.44206321,85,0,50,51,51,50,51,49,50,50.28571429,0.571428571,7,0
109000,31.3650743,61.91219878,519,1,39,46,39,41,42,41,42,40.875,7.267857143,8,1
75300,27.11778258,90.24235336,952,1,31,30,30,34,34,34,32,30,75,11,2
149900,36.9066692,54.74852172,63,0,50,49,49,50,51,50,51,50,0.666666667,7,0
89900,31.07034174,76.98608565,437,1,39,40,42,40,42,39,42,40.375,1.982142857,8,1
140700,36.44536122,59.95256595,44,0,50,50,48,50,48,50,54,50,4,7,0
145900,28.75015818,75.00422746,348,1,42,42,39,39,38,42,43,40.375,4.267857143,8,1
167000,25.92533629,71.38075232,430,1,42,42,45,42,41,41,44,42.625,2.267857143,8,1
144000,26.77998511,80.0357794,925,1,34,31,32,32,34,34,38,31,47,11,2
101900,25.53999534,94.48696756,754,1,32,34,34,34,31,30,33,30,82,11,2
150300,23.24806727,80.7980134,714,1,32,33,34,33,34,32,33,30,88,11,2
76300,35.95157034,48.95346851,25,0,51,49,49,52,51,49,51,50.28571429,1.571428571,7,0
166200,37.35513579,41.0048602,81,0,48,50,51,50,50,51,49,49.85714286,1.142857143,7,0
42000,36.33263235,43.20049873,10,0,51,50,51,49,50,49,48,49.71428571,1.238095238,7,0
101400,28.47148916,70.11365612,471,1,42,40,43,38,41,45,38,40.75,6.214285714,8,1
58400,29.40458815,65.88214861,323,1,41,41,43,40,43,41,44,41.625,2.267857143,8,1
37300,35.46405419,48.59862155,40,0,50,50,50,49,48,49,49,49.28571429,0.571428571,7,0
61800,24.89232364,90.26285546,801,1,34,33,32,34,34,36,35,31,92,11,2
16400,23.10645557,98.93205652,718,1,35,33,32,34,35,36,35,31,85,11,2
37300,27.68608543,68.68364381,580,1,40,37,40,42,38,44,42,40.5,5.142857143,8,1
76700,31.65554734,69.92345828,496,1,41,41,40,43,40,42,40,40.625,2.267857143,8,1
136100,26.05249018,77.95932985,384,1,41,41,42,39,39,40,41,40.25,1.357142857,8,1
183200,34.65938127,56.47247221,82,0,51,49,52,49,50,48,48,49.57142857,2.285714286,7,0
162000,33.7216449,53.45529229,10,0,50,49,49,48,52,47,50,49.28571429,2.571428571,7,0
127500,31.1544789,61.89679567,365,1,42,40,39,41,45,42,41,41.375,3.125,8,1
53800,33.60435308,55.06855845,8,0,50,48,52,53,50,50,50,50.42857143,2.619047619,7,0
155000,25.57448192,71.16069607,373,1,42,41,40,43,42,43,42,41.5,2,8,1
75500,36.35220151,45.81009011,87,0,51,51,52,48,51,50,52,50.71428571,1.904761905,7,0
160600,30.48084843,68.3215228,577,1,39,42,42,39,44,42,43,41.75,3.357142857,8,1
53400,36.15189932,54.75739037,56,0,51,50,50,52,51,52,52,51.14285714,0.80952381,7,0
144800,37.55691376,51.86316438,54,0,52,48,51,49,49,50,52,50.14285714,2.476190476,7,0
91500,33.48901223,53.26094384,92,0,50,50,50,51,48,49,50,49.71428571,0.904761905,7,0
112700,29.98408224,78.87869737,577,1,42,39,39,43,41,41,42,40.875,2.125,8,1
194600,25.54923188,98.1281181,1015,1,34,35,35,30,33,32,34,31,85,11,2
144300,24.71657284,88.30114459,793,1,35,35,32,34,32,35,33,31,69,11,2
18100,30.90778817,44.25288753,67,0,52,51,50,50,53,51,48,50.71428571,2.571428571,7,0
176900,33.15581023,42.33166149,91,0,50,52,52,49,51,49,50,50.42857143,1.619047619,7,0
140100,23.58421437,93.05563318,742,1,34,32,33,36,33,34,32,30,84,11,2
82900,28.41625468,67.18621218,550,1,40,41,42,42,39,41,43,40.875,2.125,8,1
131300,28.77546261,68.73537862,534,1,40,40,41,37,40,39,43,40.625,5.982142857,8,1
57300,22.90772032,98.72978804,937,1,32,36,33,33,37,32,35,31,62,11,2
119200,32.76706446,59.05630034,77,0,49,50,50,49,52,52,49,50.14285714,1.80952381,7,0
156800,22.48354242,97.7685989,928,1,33,31,33,32,34,34,31,31,76,11,2
12700,28.35475109,69.58898308,561,1,39,39,41,40,42,44,43,41.5,4.285714286,8,1
49900,23.60590448,97.49908083,732,1,32,34,37,31,34,31,32,31,53,11,2
47600,30.59037252,42.61304688,42,0,50,50,49,50,52,51,52,50.57142857,1.285714286,7,0
183000,27.76523304,89.21530859,989,1,34,34,33,31,32,34,32,30,84,11,2
132300,31.7537119,51.67427175,100,0,52,50,49,50,50,49,50,50,1,7,0
25900,30.77741195,48.69191922,40,0,51,51,51,51,50,51,52,51,0.333333333,7,0
27900,36.36634136,41.41864432,39,0,51,51,50,50,50,50,49,50.14285714,0.476190476,7,0
56100,31.70371329,54.14172955,29,0,49,49,50,53,51,50,51,50.42857143,1.952380952,7,0
69300,22.15502966,91.38770822,993,1,33,29,33,32,36,31,33,30,62,11,2
19800,37.09669139,50.9329644,44,0,50,49,49,49,47,49,49,48.85714286,0.80952381,7,0
192900,29.94950896,63.81558347,475,1,39,41,41,42,45,45,41,41.875,4.410714286,8,1
98400,25.06796585,98.81250173,817,1,35,33,34,32,36,31,34,30,66,11,2
27500,29.80206646,71.25197256,409,1,44,44,38,41,43,41,41,41,8,8,1
174000,36.62030316,58.0871955,89,0,50,51,50,51,49,52,48,50.14285714,1.80952381,7,0
189100,33.21195453,50.62588037,59,0,50,51,52,50,51,51,51,50.85714286,0.476190476,7,0
185900,35.82792542,56.67288021,59,0,50,50,49,51,49,51,54,50.57142857,2.952380952,7,0
97400,25.63057586,84.37425283,722,1,34,32,34,35,33,32,32,30,84,11,2
25800,26.98162304,94.13014497,996,1,34,36,34,35,30,35,32,31,79,11,2
102600,30.8274559,64.37364858,572,1,42,40,40,39,44,41,41,40.875,2.410714286,8,1
138300,32.06506746,45.19152899,1,0,49,48,50,50,48,52,52,49.85714286,2.80952381,7,0
9100,25.91098931,71.67633914,453,1,41,45,43,41,40,42,42,41.75,2.785714286,8,1
107600,30.38851949,70.20906035,366,1,39,43,41,40,38,42,44,41.375,5.125,8,1
18100,24.02909366,98.71110882,717,1,33,34,34,30,29,32,34,29,57,11,2
119800,27.01863882,76.33881847,541,1,42,41,40,42,45,39,46,41.5,8.857142857,8,1
159900,37.153527,53.23334519,72,0,50,51,50,49,50,51,49,50,0.666666667,7,0
57400,28.91225031,78.16472988,335,1,41,41,45,39,43,41,42,41.875,3.267857143,8,1
172600,34.07537703,41.23616921,20,0,50,50,51,49,51,52,52,50.71428571,1.238095238,7,0
123700,29.85147952,72.4596701,317,1,43,40,41,40,39,41,38,39.5,7.142857143,8,1
138500,23.75390757,86.57257397,909,1,35,34,32,32,33,33,34,30,79,11,2
163700,26.7168768,99.86599753,977,1,34,32,32,33,33,31,34,31,63,11,2
139800,22.37659801,98.71736586,731,1,31,33,33,33,32,34,32,30,72,11,2
29600,23.99925235,82.40069889,797,1,32,34,33,32,32,33,32,30,74,11,2
122300,37.54892736,40.38257933,35,0,52,51,50,47,51,51,51,50.42857143,2.619047619,7,0
129700,30.83654272,41.48210845,61,0,47,49,49,51,51,53,51,50.14285714,3.80952381,7,0
77500,26.70012975,63.03893621,393,1,42,42,42,41,42,43,40,41.375,1.696428571,8,1
1500,31.46723608,48.22191205,26,0,49,49,49,49,51,49,52,49.71428571,1.571428571,7,0
167000,27.03329263,90.93065903,858,1,35,33,32,34,31,36,34,31,64,11,2
35100,36.85191873,58.26573895,60,0,49,50,51,51,49,50,48,49.71428571,1.238095238,7,0
151000,23.40000191,82.5359842,858,1,33,35,33,32,35,35,32,31,66,11,2
136200,34.98373267,53.84717845,54,0,49,50,48,50,49,51,50,49.57142857,0.952380952,7,0
17000,29.68234199,68.1509886,458,1,40,45,39,41,42,39,36,40.625,7.696428571,8,1
3100,29.05699142,76.37927896,555,1,43,40,39,43,41,40,40,41.25,3.357142857,8,1
181300,27.83117849,65.15948054,540,1,42,43,41,39,40,40,42,40.875,1.839285714,8,1
102200,37.39516956,53.70887766,95,0,50,50,49,49,50,51,51,50,0.666666667,7,0
37100,30.14577461,56.91208726,39,0,50,50,52,49,48,49,50,49.71428571,1.571428571,7,0
24400,31.55142463,75.33433048,548,1,41,44,42,40,44,39,44,42,3.714285714,8,1
31300,29.6079082,79.95606844,475,1,41,42,41,41,42,38,41,40.375,3.410714286,8,1
57700,22.67363092,82.81041522,765,1,32,33,34,34,34,36,35,31,65,11,2
179600,27.85295019,73.73412186,554,1,38,39,39,41,37,39,38,39.125,2.696428571,8,1
179900,25.06685697,72.31714352,521,1,42,43,39,42,42,42,40,41.25,1.928571429,8,1
194300,25.53508099,92.52570341,958,1,33,33,36,35,32,32,32,30,77,11,2
74200,35.98087504,43.91666168,4,0,49,50,47,49,49,50,50,49.14285714,1.142857143,7,0
126800,34.80016438,52.56852913,86,0,49,52,50,50,50,51,51,50.42857143,0.952380952,7,0
60000,30.09998717,71.10142458,351,1,43,42,42,40,38,38,40,40.125,4.125,8,1
161700,35.29471352,56.90241703,24,0,50,52,52,49,49,51,50,50.42857143,1.619047619,7,0
80500,35.89155388,59.54615816,54,0,51,48,50,52,51,50,52,50.57142857,1.952380952,7,0
110000,24.22479983,80.65215519,1004,1,34,32,33,31,31,30,33,29,67,11,2
68300,35.34914576,47.58188097,30,0,51,51,48,50,51,51,50,50.28571429,1.238095238,7,0
192600,22.38815922,96.17428701,875,1,30,31,37,35,31,33,34,31,69,11,2
155900,25.58766128,68.64800441,463,1,45,39,40,41,42,44,44,42.125,4.410714286,8,1
185200,31.87753166,64.48041335,443,1,43,42,42,38,41,41,43,41.375,2.553571429,8,1
180500,25.64227521,64.27743073,400,1,39,40,43,39,41,40,39,40.5,2.857142857,8,1
192200,24.50119467,85.19417663,793,1,34,36,33,34,30,35,34,31,57,11,2
81500,22.20812916,86.67643998,785,1,34,30,29,35,30,30,38,30,46,11,2
87400,27.65993473,84.51944117,740,1,32,31,31,33,32,32,31,29,65,11,2
19600,24.54964804,97.94253316,923,1,33,32,32,32,33,33,32,30,87,11,2
185600,29.16578966,77.78784155,400,1,40,41,36,39,43,38,42,40.25,6.214285714,8,1
185900,29.69845993,68.56860585,326,1,41,40,41,43,41,40,43,41.375,1.410714286,8,1
800,34.80892009,41.30732315,68,0,50,50,49,49,51,50,51,50,0.666666667,7,0
186200,31.41943016,47.4691589,1,0,49,51,51,52,49,50,52,50.57142857,1.619047619,7,0
81900,26.599171,62.06816322,555,1,44,42,41,40,40,43,40,41,3.714285714,8,1
135100,34.62940327,48.49701686,100,0,51,51,50,49,51,50,50,50.28571429,0.571428571,7,0
57600,31.17658785,59.5796223,41,0,49,51,51,49,50,50,51,50.14285714,0.80952381,7,0
62600,33.70027773,41.78579049,33,0,47,50,50,50,48,49,47,48.71428571,1.904761905,7,0
161800,26.68045474,77.49010805,515,1,37,44,42,41,41,43,40,40.5,7.714285714,8,1
40300,26.01711176,94.77989743,957,1,35,34,35,33,32,31,34,30,66,11,2
42600,33.53224401,42.3227792,24,0,52,49,52,50,49,50,49,50.14285714,1.80952381,7,0
3300,37.5910843,59.44010659,99,0,50,50,50,53,50,52,50,50.71428571,1.571428571,7,0
104600,31.8636758,48.45457274,49,0,50,50,51,49,49,50,50,49.85714286,0.476190476,7,0
4400,32.07023985,57.20279387,41,0,49,51,50,50,50,50,50,50,0.333333333,7,0
133900,31.59678406,63.19217343,362,1,42,41,40,43,40,43,37,40.75,3.928571429,8,1
104400,37.08782199,54.7576997,62,0,50,52,51,50,49,52,50,50.57142857,1.285714286,7,0
110100,37.75282104,54.96768699,58,0,50,50,49,49,51,50,50,49.85714286,0.476190476,7,0
104900,30.17015529,45.28552526,52,0,49,50,51,49,51,50,50,50,0.666666667,7,0
188300,36.0889723,44.40892008,100,0,52,49,50,51,50,50,53,50.71428571,1.904761905,7,0
145300,26.9880632,93.16348011,998,1,33,33,34,34,33,34,31,30,90,11,2
181200,23.45685648,83.63645937,926,1,33,34,30,31,34,33,36,30,76,11,2
174300,30.08825012,41.11211043,99,0,47,50,49,51,50,50,50,49.57142857,1.619047619,7,0
57700,25.37220475,78.85853841,555,1,38,41,44,40,42,41,42,41.25,3.071428571,8,1
6300,32.85402661,49.18479755,25,0,49,51,48,51,51,49,48,49.57142857,1.952380952,7,0
79400,23.02893141,85.68242827,921,1,32,34,32,34,33,35,38,31,45,11,2
107000,29.77819711,74.56768869,542,1,44,42,41,41,40,43,41,41.875,1.839285714,8,1
77200,24.95321152,84.77502567,904,1,34,34,35,31,34,32,34,31,86,11,2
61700,27.57278371,69.81605389,434,1,40,41,41,41,44,37,42,40.75,3.928571429,8,1
111900,31.03611937,44.28812966,28,0,49,51,50,50,50,53,50,50.42857143,1.619047619,7,0
49900,30.3284362,60.5765471,385,1,44,41,39,43,40,42,44,42.25,4.5,8,1
139200,29.38225514,77.05458046,390,1,40,39,40,42,38,40,36,39.75,4.785714286,8,1
70500,37.91968186,56.14311075,42,0,50,50,49,50,49,50,49,49.57142857,0.285714286,7,0
81000,26.34634863,99.99085253,728,1,30,30,36,33,32,32,34,30,72,11,2
152900,24.8162802,89.24824151,937,1,32,31,32,33,32,32,31,29,87,11,2
126800,25.44387478,67.90384796,513,1,39,39,41,39,38,40,39,39.75,2.5,8,1
194500,25.86123887,89.13129561,871,1,30,34,32,33,31,28,31,31,44,11,2
161200,34.26366229,47.49096487,82,0,50,49,49,50,50,50,53,50.14285714,1.80952381,7,0
11200,26.63446778,91.12935165,888,1,31,33,31,32,32,36,34,30,60,11,2
197300,34.14463013,54.18877729,85,0,48,52,51,50,52,51,53,51,2.666666667,7,0
45200,26.63395599,99.46447862,910,1,33,31,32,36,33,35,32,30,67,11,2
189800,23.83971469,92.19380821,755,1,35,35,31,31,31,35,33,30,60,11,2
193200,25.76428424,64.30412843,361,1,40,43,41,39,42,43,43,41.625,2.267857143,8,1
131500,35.14862156,53.23368577,45,0,51,50,50,51,49,49,49,49.85714286,0.80952381,7,0
56200,24.88436691,85.05386493,930,1,36,36,33,35,34,34,32,31,81,11,2
128200,27.27787728,90.80548801,732,1,33,31,32,33,33,30,33,31,57,11,2
79800,31.96063772,76.71715708,409,1,40,42,43,39,41,41,43,41.625,2.839285714,8,1
77600,23.13297868,90.38429968,807,1,33,33,33,32,33,33,32,30,85,11,2
183600,29.70001673,64.29071673,504,1,43,42,40,41,43,43,41,41.5,2.285714286,8,1
186400,22.21504847,94.70803778,864,1,34,33,34,35,33,32,37,31,64,11,2
74700,34.34842289,42.93925419,4,0,50,51,52,48,50,50,51,50.28571429,1.571428571,7,0
64000,23.14277633,83.27067952,838,1,35,35,34,35,34,33,34,31,87,11,2
47300,37.12914491,54.44286471,36,0,53,48,48,51,49,51,52,50.28571429,3.904761905,7,0
144300,25.15745043,61.80781984,582,1,41,40,38,40,41,39,36,39.125,2.982142857,8,1
134200,25.57905675,92.75458956,918,1,32,33,33,34,32,32,33,30,88,11,2
29700,31.72656822,40.73442725,15,0,51,49,51,49,50,51,50,50.14285714,0.80952381,7,0
30300,35.09943921,45.86977646,59,0,52,51,50,49,53,51,48,50.57142857,2.952380952,7,0
47600,27.6741345,70.4117024,406,1,41,42,42,38,41,42,41,41,1.714285714,8,1
37700,31.21575863,75.74276677,354,1,43,42,38,41,43,38,42,41,4,8,1
153400,26.55717218,72.42111109,531,1,39,38,41,38,42,39,38,39.25,2.214285714,8,1
130900,26.48010288,74.4370088,589,1,40,43,43,44,40,44,40,41.625,4.267857143,8,1
186900,26.38511078,64.46618755,313,1,40,43,43,40,41,42,43,41.875,1.839285714,8,1
78600,26.07655149,95.08291619,737,1,31,33,32,32,31,33,33,29,75,11,2
161600,31.52647656,74.42683658,374,1,41,42,41,40,39,41,41,40.75,0.785714286,8,1
68500,25.72845156,77.65098078,310,1,43,40,42,42,44,43,38,42,4.285714286,8,1
