Time(ms),Temp(C),Humidity(%),SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,RainLabel
2106105.0,46.4,27.4,23.0,23.0,23.0,29.0,24.0,24.0,24.0,30.0,26.0,0
2108106.0,46.4,27.3,24.0,25.0,25.0,29.0,24.0,25.0,25.0,29.0,26.0,0
2110106.0,46.6,27.1,24.0,25.0,25.0,29.0,24.0,24.0,25.0,30.0,26.0,0
2112106.0,46.6,27.4,24.0,24.0,25.0,30.0,25.0,24.0,25.0,30.0,26.0,0
2114106.0,46.7,27.6,25.0,25.0,24.0,30.0,25.0,24.0,24.0,30.0,26.0,0
2116106.0,46.7,27.5,24.0,24.0,24.0,30.0,24.0,24.0,24.0,30.0,26.0,0
2118106.0,46.8,27.2,24.0,24.0,24.0,30.0,25.0,24.0,24.0,30.0,26.0,0
2120105.0,46.9,27.1,25.0,25.0,25.0,29.0,25.0,24.0,24.0,29.0,26.0,0
2122105.0,46.8,26.6,25.0,24.0,24.0,30.0,25.0,23.0,24.0,29.0,26.0,0
2124106.0,46.9,25.9,25.0,24.0,24.0,30.0,25.0,23.0,25.0,30.0,26.0,0
2126106.0,47.1,25.4,25.0,24.0,25.0,29.0,25.0,24.0,24.0,29.0,26.0,0
2128106.0,47.1,25.1,25.0,24.0,25.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2130106.0,47.4,24.9,25.0,24.0,25.0,25.0,23.0,24.0,24.0,29.0,26.0,0
2132106.0,47.3,24.7,24.0,23.0,24.0,26.0,24.0,27.0,24.0,25.0,26.0,0
2134106.0,47.4,24.4,24.0,25.0,24.0,24.0,23.0,23.0,24.0,27.0,26.0,0
2136105.0,47.4,24.3,23.0,23.0,25.0,25.0,23.0,23.0,25.0,24.0,26.0,0
2138105.0,47.4,24.1,24.0,23.0,25.0,24.0,25.0,23.0,25.0,24.0,26.0,0
2140106.0,47.6,24.2,24.0,24.0,24.0,23.0,24.0,25.0,24.0,23.0,26.0,0
2142106.0,47.5,24.4,24.0,25.0,24.0,23.0,24.0,25.0,24.0,23.0,26.0,0
2144106.0,47.5,24.2,24.0,24.0,24.0,23.0,24.0,24.0,23.0,23.0,26.0,0
2146106.0,47.7,24.1,24.0,24.0,23.0,24.0,24.0,24.0,23.0,24.0,26.0,0
2148106.0,47.9,23.8,25.0,24.0,23.0,24.0,25.0,25.0,23.0,24.0,26.0,0
2150106.0,47.7,23.8,24.0,24.0,23.0,23.0,24.0,24.0,23.0,23.0,26.0,0
2152105.0,47.9,23.6,25.0,24.0,25.0,29.0,24.0,24.0,25.0,29.0,26.0,0
2154105.0,48.0,23.4,25.0,24.0,25.0,29.0,24.0,24.0,25.0,29.0,26.0,0
2156106.0,47.7,23.6,24.0,24.0,25.0,29.0,24.0,24.0,25.0,28.0,26.0,0
2158106.0,48.0,23.5,24.0,28.0,24.0,29.0,24.0,24.0,25.0,29.0,26.0,0
2160106.0,48.0,23.4,24.0,24.0,25.0,29.0,24.0,24.0,24.0,29.0,26.0,0
2162106.0,48.1,23.4,24.0,24.0,25.0,29.0,24.0,24.0,25.0,29.0,26.0,0
2164105.0,48.0,23.2,24.0,25.0,25.0,29.0,25.0,24.0,25.0,28.0,26.0,0
2166106.0,48.0,23.3,25.0,24.0,25.0,29.0,25.0,24.0,25.0,29.0,26.0,0
2168104.0,48.0,23.0,24.0,24.0,24.0,29.0,24.0,24.0,24.0,29.0,26.0,0
2170104.0,48.2,23.0,23.0,25.0,24.0,29.0,23.0,24.0,24.0,29.0,26.0,0
2172105.0,48.1,23.0,23.0,25.0,24.0,28.0,24.0,25.0,24.0,28.0,26.0,0
2174106.0,48.4,22.9,24.0,25.0,25.0,28.0,24.0,25.0,25.0,29.0,26.0,0
2176105.0,48.1,23.0,24.0,24.0,25.0,29.0,25.0,24.0,24.0,29.0,26.0,0
2178106.0,48.4,22.9,24.0,24.0,24.0,30.0,25.0,24.0,24.0,30.0,26.0,0
2180106.0,48.3,22.8,24.0,24.0,24.0,29.0,24.0,24.0,25.0,30.0,26.0,0
2182106.0,48.3,22.6,24.0,24.0,25.0,30.0,24.0,24.0,25.0,29.0,26.0,0
2184105.0,48.4,22.5,24.0,25.0,26.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2186105.0,48.5,22.3,24.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2188106.0,48.5,22.1,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2190106.0,48.8,21.9,25.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,0
2192106.0,48.7,22.1,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2194105.0,48.8,22.0,25.0,24.0,25.0,26.0,25.0,25.0,25.0,25.0,26.0,0
2196106.0,48.7,22.5,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2198106.0,48.8,22.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2200105.0,48.8,22.5,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2202105.0,49.0,22.5,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2204106.0,48.9,22.7,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2206105.0,49.0,22.9,24.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2208135.0,49.0,22.9,25.0,25.0,25.0,24.0,24.0,25.0,25.0,29.0,26.0,0
2210195.0,49.2,22.5,25.0,25.0,24.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2212194.0,49.0,22.3,25.0,25.0,25.0,25.0,24.0,26.0,26.0,29.0,26.0,0
2214195.0,49.2,22.0,24.0,24.0,25.0,25.0,24.0,26.0,26.0,29.0,26.0,0
2216195.0,49.2,22.0,25.0,25.0,25.0,25.0,24.0,26.0,26.0,29.0,26.0,0
2218193.0,49.4,21.8,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2220194.0,49.4,22.0,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2222194.0,49.3,22.0,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2224196.0,49.4,21.8,25.0,24.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2226198.0,49.4,21.8,25.0,24.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2228198.0,49.4,21.8,24.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2230199.0,49.4,21.5,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2232200.0,49.3,21.7,24.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2234198.0,49.4,21.4,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2236199.0,49.3,21.5,25.0,25.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2238198.0,49.5,21.4,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2240196.0,49.4,21.6,25.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2242200.0,49.4,21.8,25.0,23.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2244199.0,49.2,21.9,25.0,23.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2246197.0,49.2,21.9,25.0,25.0,24.0,30.0,26.0,26.0,26.0,29.0,26.0,0
2248198.0,49.2,21.9,25.0,25.0,24.0,30.0,26.0,26.0,26.0,29.0,26.0,0
2250200.0,49.2,21.8,25.0,25.0,25.0,30.0,26.0,26.0,26.0,29.0,26.0,0
2252196.0,49.0,21.3,25.0,25.0,25.0,30.0,26.0,26.0,26.0,29.0,26.0,0
2254198.0,49.2,21.3,25.0,28.0,26.0,29.0,26.0,26.0,26.0,29.0,26.0,0
2256197.0,49.0,21.3,25.0,25.0,27.0,25.0,30.0,26.0,26.0,29.0,26.0,0
2258197.0,49.0,21.3,25.0,25.0,26.0,25.0,30.0,26.0,26.0,29.0,26.0,0
2260199.0,49.0,21.3,26.0,25.0,25.0,30.0,26.0,26.0,26.0,29.0,26.0,0
2262196.0,48.8,21.4,25.0,25.0,25.0,30.0,26.0,26.0,26.0,29.0,26.0,0
2264196.0,48.8,21.3,25.0,25.0,25.0,30.0,26.0,26.0,26.0,29.0,26.0,0
2266198.0,48.8,21.2,25.0,25.0,25.0,29.0,26.0,26.0,26.0,29.0,26.0,0
2268195.0,48.5,21.2,25.0,24.0,25.0,29.0,26.0,26.0,26.0,29.0,26.0,0
2270198.0,48.8,21.3,25.0,25.0,24.0,25.0,30.0,26.0,26.0,29.0,26.0,0
2272197.0,48.8,21.0,25.0,25.0,25.0,24.0,25.0,30.0,26.0,29.0,26.0,0
2274199.0,48.7,21.2,25.0,9.0,25.0,25.0,25.0,30.0,26.0,29.0,26.0,0
2276199.0,48.7,21.2,25.0,25.0,25.0,24.0,30.0,26.0,26.0,29.0,26.0,0
2278195.0,48.7,21.3,25.0,25.0,25.0,25.0,30.0,25.0,26.0,29.0,26.0,0
2280189.0,48.8,21.3,25.0,24.0,24.0,30.0,25.0,26.0,26.0,29.0,26.0,0
2282184.0,48.8,21.4,25.0,25.0,25.0,25.0,30.0,24.0,26.0,29.0,26.0,0
2284175.0,48.8,20.9,24.0,25.0,24.0,25.0,24.0,30.0,25.0,29.0,26.0,0
2286170.0,48.7,20.7,25.0,19.0,24.0,25.0,25.0,30.0,25.0,29.0,26.0,0
2288163.0,48.7,20.5,24.0,25.0,24.0,25.0,30.0,25.0,26.0,29.0,26.0,0
2290156.0,48.8,20.5,24.0,25.0,24.0,25.0,31.0,25.0,26.0,29.0,26.0,0
2292154.0,48.7,20.6,24.0,25.0,24.0,25.0,30.0,26.0,26.0,29.0,26.0,0
2294148.0,48.8,20.5,24.0,26.0,25.0,25.0,30.0,25.0,25.0,29.0,26.0,0
2296144.0,48.5,20.4,25.0,24.0,25.0,30.0,25.0,26.0,26.0,29.0,26.0,0
2298139.0,48.5,20.4,24.0,24.0,26.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2300132.0,48.8,20.2,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,0
2302126.0,48.5,20.5,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2304119.0,48.6,20.4,25.0,25.0,24.0,25.0,24.0,25.0,24.0,29.0,26.0,0
2306115.0,48.7,20.6,24.0,25.0,25.0,25.0,25.0,25.0,25.0,29.0,26.0,0
2308114.0,48.5,20.4,25.0,24.0,25.0,25.0,26.0,24.0,25.0,25.0,26.0,0
2310113.0,48.6,20.3,24.0,25.0,25.0,26.0,24.0,25.0,25.0,29.0,26.0,0
2312113.0,48.6,20.1,26.0,24.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,0
2314112.0,48.5,20.3,25.0,24.0,25.0,25.0,26.0,24.0,25.0,24.0,26.0,0
2316114.0,48.5,20.2,25.0,24.0,25.0,25.0,25.0,25.0,25.0,24.0,26.0,0
2318114.0,48.5,20.1,25.0,25.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,0
2320111.0,48.6,20.1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2322112.0,48.6,20.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0
2324111.0,48.7,20.2,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2326110.0,48.6,20.4,25.0,25.0,25.0,25.0,24.0,25.0,26.0,24.0,26.0,0
2328110.0,48.5,20.2,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,26.0,0
2330109.0,48.6,20.1,25.0,25.0,26.0,25.0,25.0,24.0,24.0,24.0,26.0,0
2332108.0,48.5,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,0
2334109.0,48.5,20.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,26.0,0
2336109.0,48.3,20.1,24.0,24.0,24.0,24.0,24.0,24.0,23.0,25.0,26.0,0
2338109.0,48.3,20.2,24.0,23.0,24.0,24.0,24.0,24.0,25.0,24.0,26.0,0
2340110.0,48.6,20.3,24.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2342110.0,48.1,20.7,25.0,24.0,25.0,24.0,24.0,24.0,25.0,24.0,26.0,0
2344110.0,48.3,20.5,24.0,24.0,25.0,24.0,24.0,24.0,25.0,23.0,26.0,0
2346109.0,48.1,20.6,24.0,24.0,25.0,23.0,25.0,24.0,25.0,24.0,26.0,0
2348109.0,48.3,20.5,25.0,24.0,25.0,24.0,25.0,24.0,24.0,24.0,26.0,0
2350110.0,48.0,20.7,26.0,24.0,24.0,24.0,25.0,24.0,24.0,25.0,26.0,0
2352109.0,48.0,20.9,24.0,25.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,0
2354110.0,48.1,20.9,25.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,26.0,0
2356110.0,48.3,20.9,24.0,24.0,24.0,24.0,25.0,23.0,24.0,24.0,26.0,0
2358110.0,48.3,20.8,25.0,24.0,24.0,24.0,24.0,23.0,25.0,24.0,26.0,0
2360109.0,48.1,21.0,25.0,24.0,24.0,25.0,25.0,23.0,24.0,25.0,26.0,0
2362108.0,48.0,20.8,24.0,24.0,24.0,24.0,25.0,24.0,24.0,25.0,26.0,0
2364108.0,48.0,20.8,25.0,24.0,24.0,25.0,25.0,24.0,24.0,24.0,26.0,0
2366109.0,48.0,20.9,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2368109.0,48.0,21.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2370109.0,48.0,21.2,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2372109.0,48.0,21.3,25.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2374110.0,47.8,21.5,25.0,24.0,25.0,24.0,25.0,24.0,25.0,24.0,26.0,0
2376110.0,47.8,21.3,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2378109.0,47.8,21.5,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2380109.0,47.7,21.6,25.0,25.0,25.0,25.0,26.0,25.0,25.0,24.0,26.0,0
2382110.0,47.7,21.8,26.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,26.0,0
2384110.0,47.7,21.9,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2386110.0,47.6,21.8,25.0,25.0,26.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2388110.0,47.4,21.9,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2390110.0,47.6,21.8,24.0,25.0,25.0,24.0,25.0,25.0,26.0,24.0,26.0,0
2392110.0,47.7,21.9,24.0,24.0,25.0,24.0,24.0,24.0,25.0,24.0,26.0,0
2394109.0,47.7,22.4,25.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,26.0,0
2396109.0,47.7,22.5,24.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,0
2398110.0,47.5,22.6,24.0,24.0,25.0,24.0,24.0,25.0,25.0,24.0,26.0,0
2400110.0,47.7,23.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2402110.0,47.7,23.1,24.0,25.0,25.0,24.0,25.0,25.0,24.0,24.0,26.0,0
2404110.0,47.7,23.1,25.0,26.0,24.0,24.0,25.0,26.0,25.0,24.0,26.0,0
2406110.0,47.7,22.8,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2408110.0,47.8,22.5,25.0,25.0,25.0,25.0,25.0,26.0,24.0,25.0,26.0,0
2410109.0,47.9,22.3,24.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2412109.0,47.8,22.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2414110.0,48.0,21.9,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2416110.0,48.0,21.7,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,0
2418110.0,48.0,21.7,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2420110.0,48.1,21.6,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2422109.0,48.0,21.1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2424109.0,48.0,20.8,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2426109.0,48.1,20.6,24.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2428109.0,48.1,20.7,25.0,24.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2430109.0,48.1,20.4,25.0,25.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2432110.0,48.1,20.2,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2434110.0,48.0,20.3,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2436109.0,48.0,20.3,28.0,23.0,25.0,24.0,25.0,23.0,25.0,24.0,26.0,0
2438110.0,48.1,20.2,25.0,23.0,25.0,24.0,25.0,23.0,25.0,24.0,26.0,0
2440109.0,48.0,20.4,25.0,24.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2442109.0,47.9,20.5,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2444109.0,47.7,20.6,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2446110.0,47.7,20.7,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2448110.0,47.7,20.8,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2450110.0,47.4,21.1,25.0,25.0,25.0,25.0,25.0,28.0,25.0,25.0,26.0,0
2452110.0,47.2,21.3,25.0,26.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,0
2454110.0,47.1,21.4,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2456110.0,46.8,21.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2458109.0,46.9,21.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,0
2460109.0,46.8,21.5,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2462110.0,46.5,21.7,25.0,25.0,25.0,26.0,25.0,25.0,25.0,25.0,26.0,0
2464110.0,46.6,21.9,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2466110.0,46.5,22.2,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2468110.0,46.3,22.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2470110.0,46.1,22.8,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2472110.0,45.9,23.2,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2474109.0,46.0,23.1,25.0,25.0,26.0,26.0,25.0,26.0,25.0,26.0,26.0,0
2476109.0,46.1,23.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2478110.0,46.1,23.2,26.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2480110.0,46.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2482110.0,46.0,23.3,25.0,25.0,25.0,25.0,24.0,24.0,24.0,25.0,26.0,0
2484110.0,46.2,23.3,25.0,24.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2486110.0,46.2,23.4,25.0,25.0,24.0,25.0,25.0,26.0,24.0,25.0,26.0,0
2488160.0,46.1,23.6,26.0,24.0,25.0,25.0,25.0,25.0,25.0,29.0,26.0,0
2490200.0,46.1,23.7,25.0,25.0,25.0,25.0,25.0,30.0,26.0,29.0,26.0,0
2492198.0,46.2,24.0,24.0,25.0,25.0,25.0,24.0,26.0,26.0,29.0,26.0,0
2494198.0,46.3,23.8,24.0,25.0,26.0,25.0,25.0,26.0,26.0,29.0,26.0,0
2496199.0,46.1,23.7,25.0,25.0,26.0,25.0,25.0,26.0,26.0,29.0,26.0,0
2498198.0,46.3,23.7,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2500197.0,46.1,23.6,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2502205.0,46.2,23.5,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2504202.0,46.2,23.4,26.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2506191.0,45.6,26.6,25.0,25.0,24.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2508184.0,46.2,23.4,25.0,24.0,25.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2510178.0,46.2,23.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,29.0,26.0,0
2512169.0,46.2,23.5,25.0,25.0,25.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2514162.0,46.1,23.6,25.0,25.0,25.0,24.0,25.0,24.0,26.0,29.0,26.0,0
2516156.0,46.1,23.7,25.0,24.0,25.0,24.0,25.0,25.0,25.0,29.0,26.0,0
2518148.0,46.0,23.6,25.0,25.0,24.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2520140.0,46.2,23.7,24.0,25.0,24.0,24.0,25.0,25.0,24.0,25.0,26.0,0
2522132.0,46.0,23.7,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,0
2524130.0,46.0,23.5,25.0,24.0,29.0,25.0,25.0,25.0,26.0,25.0,26.0,0
2526116.0,46.1,23.7,25.0,25.0,26.0,25.0,25.0,25.0,25.0,29.0,26.0,0
2528121.0,46.0,23.9,25.0,33.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,0
2530116.0,46.0,24.0,25.0,25.0,25.0,29.0,27.0,25.0,25.0,29.0,26.0,0
2532119.0,46.0,23.9,29.0,27.0,25.0,24.0,30.0,26.0,25.0,25.0,26.0,0
2534121.0,46.0,24.0,29.0,25.0,25.0,24.0,30.0,25.0,24.0,25.0,26.0,0
2536119.0,46.3,23.8,30.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2538117.0,46.0,23.8,30.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2540114.0,46.1,24.1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2542116.0,46.2,24.2,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0
2544115.0,46.2,24.1,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2546115.0,46.2,23.8,25.0,25.0,24.0,25.0,25.0,25.0,24.0,30.0,26.0,0
2548115.0,46.2,23.7,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2550115.0,46.2,23.5,24.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2552115.0,46.2,23.5,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2554115.0,46.2,23.6,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2556114.0,46.0,23.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2558114.0,46.0,23.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2560115.0,46.0,23.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2562115.0,46.0,23.8,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2564115.0,45.9,23.9,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2566115.0,45.9,24.0,25.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,26.0,0
2568115.0,45.7,24.2,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2570115.0,45.8,24.1,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2572114.0,45.7,24.4,24.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2574114.0,45.5,24.3,24.0,25.0,24.0,25.0,24.0,25.0,24.0,25.0,26.0,0
2576115.0,45.6,24.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2578115.0,45.5,24.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2580115.0,45.6,24.3,25.0,24.0,26.0,25.0,24.0,25.0,26.0,24.0,26.0,0
2582115.0,45.4,24.5,24.0,25.0,26.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2584115.0,45.3,24.5,24.0,25.0,25.0,25.0,24.0,25.0,26.0,25.0,26.0,0
2586115.0,45.4,24.5,24.0,25.0,26.0,25.0,25.0,25.0,26.0,25.0,26.0,0
2588114.0,45.2,24.7,25.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2590114.0,45.2,24.8,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2592115.0,44.9,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2594115.0,45.0,24.9,25.0,25.0,24.0,26.0,25.0,24.0,24.0,26.0,26.0,0
2596115.0,44.8,25.2,25.0,24.0,24.0,26.0,25.0,24.0,24.0,25.0,26.0,0
2598115.0,44.8,25.4,25.0,24.0,24.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2600115.0,44.6,25.5,25.0,24.0,25.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2602115.0,44.6,25.8,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2604114.0,44.5,25.9,25.0,25.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2606114.0,44.4,26.2,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,26.0,0
2608115.0,44.4,26.4,25.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,26.0,0
2610115.0,44.6,26.5,25.0,24.0,25.0,25.0,25.0,24.0,25.0,24.0,26.0,0
2612115.0,44.5,26.6,25.0,24.0,25.0,24.0,25.0,24.0,24.0,25.0,26.0,0
2614115.0,44.4,26.6,25.0,25.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2616115.0,44.4,26.8,25.0,24.0,25.0,25.0,24.0,24.0,25.0,25.0,26.0,0
2618115.0,44.6,26.7,24.0,24.0,25.0,25.0,24.0,24.0,25.0,25.0,26.0,0
2620114.0,44.5,26.5,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2622114.0,44.6,26.5,25.0,24.0,25.0,25.0,25.0,23.0,25.0,24.0,26.0,0
2624114.0,44.8,26.2,25.0,23.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2626115.0,44.6,26.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2628115.0,45.0,26.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2630115.0,44.7,26.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2632115.0,44.8,26.6,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2634115.0,44.9,26.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2636113.0,45.0,26.1,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,26.0,0
2638113.0,45.1,26.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
